,Analysis,Polarity,Profanity,Subjectivity,author id,compound,for,id,neg,neu,pos,text,type,Gender,Activist
120,Positive,0.0224999999999999,True,0.3777777777777777,1302027722084855808,-0.5994,151967576,1518384445836775424,0.139,0.809,0.052, I think you should represent that mom and grandmother that forced the 4 yr old little girl to drink vodka as a punishment. I’m sure that some “Karen” is at the root of that. Gotta be BIG money there for you.,Mention,Male,True
121,Negative,-0.1666666666666666,False,0.4333333333333333,1492315442052018176,0.0,151967576,1518384267109314561,0.0,1.0,0.0,"BlackHistoryandConnections Black
blackexcellence BlackOwned BlackLivesMatter ReparationsNow BlackHistoryMonth Freedmen BHM  _LDF      https://t.co/MyjnVvdV3O",Mention,Male,True
122,Negative,-0.1666666666666666,False,0.4333333333333333,1492315442052018176,0.0,151967576,1518383992948539392,0.0,1.0,0.0,"BlackHistoryandConnections Black
blackexcellence BlackOwned BlackLivesMatter ReparationsNow BlackHistoryMonth Freedmen BHM  _LDF      https://t.co/wlP2AIfxz2",Mention,Male,True
123,Negative,-0.1666666666666666,False,0.4333333333333333,1492315442052018176,0.0,151967576,1518383778737143814,0.0,1.0,0.0,"BlackHistoryandConnections Black
blackexcellence BlackOwned BlackLivesMatter ReparationsNow BlackHistoryMonth Freedmen BHM  _LDF      https://t.co/MaOwUV6dgF",Mention,Male,True
124,Positive,0.1629629629629629,False,0.5574074074074074,1502326314442706944,0.7476,151967576,1518382936927596544,0.186,0.534,0.28, Maybe if black women took better care of themselves they wouldn’t have this mortality crisis. What is the % of black women dying compared to those who don’t are obese vs a healthy weight? Poor dirty vs great healthy diet? Self-reflection sounds better than blame the “system.”,Mention,Male,True
125,Neutral,0.0,True,0.0,298893654,-0.6369,151967576,1518382372252758017,0.127,0.873,0.0,Texas mom scheduled for execution asks for pardon……Somebody get ⁦⁩  ⁦⁩  on the dam phone…. Where’s ⁦⁩ when you need her🤦🏾‍♀️anyway…cause she pissed me off in the ⁦⁩  interview 🤬 https://t.co/bxpoCf6Z4y,Mention,Male,True
126,Positive,0.0833333333333333,False,0.3833333333333333,1502326314442706944,-0.743,151967576,1518382319454720001,0.13,0.87,0.0, Black women &amp; men are just built differently than Caucasians. That is just a fact. Blacks are more inherently prone to Cardiomyopathy &amp; Blood Pressure Disorders that whites. That biological and physiological fact has nothing to do with any medical health disparities or racism.,Mention,Male,True
127,Neutral,0.0,False,0.0,81985580,0.0,151967576,1518372743137439747,0.0,1.0,0.0,  When does Ben sleep?,Mention,Male,True
128,Neutral,0.0,False,0.0,1119662388809224192,0.4824,151967576,1518371063780061186,0.043,0.839,0.118,"MEDIA ALERT: 

 and co-counsel Linda Friedman &amp; Suzanne Bish will hold a press conference tomorrow (4/25) at 11 AM ET with plaintiffs and class members in the ongoing litigation against Wells Fargo for its discriminatory loan practices. https://t.co/tql7cvPNsT",Mention,Male,True
129,Neutral,0.0,False,0.0,877341770081808385,0.4824,151967576,1518369536369696768,0.043,0.839,0.118,MEDIA ALERT:  and co-counsel Linda Friedman &amp; Suzanne Bish will hold a press conference tomorrow (4/25) at 11 AM ET with plaintiffs and class members in the ongoing litigation against Wells Fargo for its discriminatory lending practices. https://t.co/Nz6UXJE2ts,Mention,Male,True
130,Positive,0.55,False,0.95,45979899,0.5954,151967576,1518368788135268362,0.065,0.74,0.195,"  You ask excellent questions. These cases have moved to the multi-million dollar category, so don't be surprised if every answer is well managed.",Mention,Male,True
131,Negative,-0.625,False,1.0,119972954,-0.5441,16976061,1518317561447804928,0.53,0.47,0.0, I’m so sorry I missed this!,Mention,Male,True
132,Positive,0.4931818181818181,False,0.7272727272727273,32608975,0.9062,16976061,1518311376573407237,0.0,0.601,0.399,"Blessed to have a new piece from  in our home. Pairs beautifully with another by  

Celebrating JusticeKetanjiBrownJackson ♥️♥️ https://t.co/VOCMqbKUhv",Mention,Male,True
133,Neutral,0.0,False,0.0,1517476246858387456,0.0,16976061,1518205056847429639,0.0,1.0,0.0, Eligible:    _      _motto  _demarzo  __Dean   _CCCR  _nft   ,Mention,Male,True
134,Neutral,0.0,False,0.0,1517476246858387456,0.0,16976061,1518180339633512449,0.0,1.0,0.0, Eligible:    _      _motto  _demarzo  __Dean   _CCCR  _nft   ,Mention,Male,True
135,Neutral,0.0,False,0.0,1516211945195642881,0.0,16976061,1518100369771057152,0.0,1.0,0.0, _nft    _NFT_Artist     _Newport           _5oo,Mention,Male,True
136,Neutral,0.0,False,0.0,1516221542383984644,0.0,16976061,1518100367619334145,0.0,1.0,0.0,     _      _motto  _demarzo  __Dean   _CCCR  _nft ,Mention,Male,True
137,Neutral,0.0,True,0.0,1399600538744852487,0.0,16976061,1517862484157374464,0.0,1.0,0.0," _Lunartics  
 

letss go omg",Mention,Male,True
138,Neutral,0.0,False,0.0,1416751341117087747,0.0,16976061,1517520263772004353,0.0,1.0,0.0,"_eth    
 
",Mention,Male,True
139,Neutral,0.0,False,0.0,1437490579529613312,0.0,16976061,1516448093247610885,0.0,1.0,0.0,"   __ 
",Mention,Male,True
140,Negative,-0.2444444444444444,False,0.6444444444444445,1452580494709776393,0.3612,16976061,1516445625583341580,0.085,0.746,0.169,"   yes, please read another ridiculous book Anti-Racist Baby. All a bunch of divisive trash being shoved down the throats of our children ",Mention,Male,True
141,Positive,0.45,False,0.7000000000000001,1169306665562398720,0.5994,16976061,1516128370932736009,0.0,0.83,0.17," This is beautiful. Look at your work, it is different now... On this one there is a lot more movement.",Mention,Male,True
142,Positive,0.5,False,0.75,95148118,0.8353,16976061,1515873338928902145,0.0,0.388,0.612,   Congrats! Such a beautiful book!,Mention,Male,True
143,Neutral,0.0,False,0.0,1513147958442799111,0.0,16976061,1515728415168606210,0.0,1.0,0.0,"_Ukiyo 



",Mention,Male,True
144,Positive,1.0,False,0.3,1211920279955365888,0.6696,16976061,1515450208209051651,0.0,0.471,0.529,  is the best!,Mention,Male,True
145,Neutral,0.0,False,0.0,1322983523398127618,0.0,16976061,1515406956105814016,0.0,1.0,0.0,   🥲😍,Mention,Male,True
146,Neutral,0.0,False,0.0,1416740930112024582,0.0,16976061,1515291464237924353,0.0,1.0,0.0,"   
 
",Mention,Male,True
147,Positive,0.85,False,1.0,3057771550,0.6361,16976061,1515092414976958464,0.0,0.589,0.411,  This is absolutely beautiful ❤️,Mention,Male,True
148,Positive,0.0928571428571428,False,0.3678571428571429,558144869,-0.2023,16976061,1514728055490715658,0.09,0.855,0.056, Wait till you get to the age where you have to hesitate for a bit to mentally doublecheck it’s the right number. 🥳,Mention,Male,True
149,Negative,-0.25,False,0.7,707995250,-0.4767,16976061,1514620704527831050,0.129,0.871,0.0,"  An erratic, meddlesome, egocentric billionaire with carte blanche rights over the world's biggest open mic. What can possibly go wrong?",Mention,Male,True
150,Neutral,0.0,False,0.0,1158391977412648961,0.0,16976061,1514432830629191682,0.0,1.0,0.0,"   King Me! King Me!
- R. DeSantis",Mention,Male,True
151,Neutral,0.0,False,0.0,2951742165,0.0,16976061,1514432100556058625,0.0,1.0,0.0,   https://t.co/RSfbaBf8Iv,Mention,Male,True
152,Neutral,0.0,False,0.0,1427612594366517250,0.0,16976061,1514384982902550528,0.0,1.0,0.0,"   B83 Me15
ae ae ae lets go",Mention,Male,True
153,Neutral,0.0,False,0.0,954376046232653826,0.4912,16976061,1514333588891783170,0.0,0.901,0.099,"If you are DCPS Staff and want a copy of ANY of the books featured in our spotlights, please email elizabeth.bannan.dc.gov &amp; we will send it to you!     The1619Project BornontheWater Resources about terminology linked in our bio! https://t.co/TQnnKUqyTk",Mention,Male,True
154,Negative,-0.1555555555555555,False,0.2888888888888889,345150925,-0.1027,16976061,1513931330240851977,0.085,0.915,0.0,"  AllRise?
Nah. How about sit yo' lyin' ahss down and shut the heck up...",Mention,Male,True
155,Neutral,0.0,False,0.0,1416690072611610625,0.0,16976061,1513913520102031362,0.0,1.0,0.0,"   
 
",Mention,Male,True
156,Neutral,0.0,False,0.0,1427393898515681285,0.0,16976061,1513904388384907270,0.0,1.0,0.0,"   
 
",Mention,Male,True
157,Neutral,0.0,False,0.0,1014996361643634688,0.0,16976061,1513756620941004802,0.0,1.0,0.0, As it should be !!! 🇺🇸🇺🇸🇺🇸,Mention,Male,True
158,Positive,0.4333333333333333,False,0.7333333333333333,51971452,0.7997,16976061,1513711971811880963,0.059,0.74,0.202," JusticeKetanji

I am a Democrat running against Tim Scott to represent South Carolina in the United States Senate.  Let his NO to KetanjiBrownJackson for SCOTUS inspire you to donate to my campaign today -  Let us act on behalf of a strong democracy!🗽⬇️https://t.co/ns06wlNB8k https://t.co/UCWHftLkH5",Mention,Male,True
159,Neutral,0.0,False,0.0,259583180,0.9114,16976061,1513599514682138624,0.0,0.645,0.355,"Congrats to   &amp; !! BORN ON THE WATER is the winner of the 2022 Lee Bennett Hopkins Poetry Award! PoetryMonth NationalPoetryMonth 
https://t.co/N95lgNC8kp",Mention,Male,True
160,Positive,1.0,False,0.9,84419630,0.0,16976061,1513584975815266314,0.0,1.0,0.0,   holy moly that’s INCREDIBLE! https://t.co/OjfncUOjfd,Mention,Male,True
161,Neutral,0.0,False,0.0,1415739320728576001,0.0,16976061,1513546298401558528,0.0,1.0,0.0,"   
 
 
 
",Mention,Male,True
162,Positive,0.2142857142857142,False,0.5,989853918078390272,0.5267,16976061,1513541685132865536,0.0,0.764,0.236,   I just ordered a print on  website https://t.co/XfvvTR2vWc Pure inspiration 💜,Mention,Male,True
163,Neutral,0.0,False,0.0,1497653537421025291,0.0,16976061,1513536070964633607,0.0,1.0,0.0,"JudgeKetanjiBrownJackson KetanjiBrownJackson JusticeKetanjiBrownJackson KBJ TheKamalaProject blackexcellence BlackWomen michelleobama 
girlscan iseeyouSistah
 https://t.co/Y1iTHxpcA2",Mention,Male,True
164,Neutral,0.0,False,0.0,914524560183062529,0.0,16976061,1513374140010434564,0.0,1.0,0.0,  *BARF!*,Mention,Male,True
165,Positive,0.0610677083333333,False,0.6354166666666666,1511492828672651265,-0.2462,16976061,1513314762192424960,0.132,0.868,0.0,  I only rise after I take a floyd 💩; look affirmative action hard at work!!,Mention,Male,True
166,Neutral,0.0,False,0.0,105213344,0.7041,16976061,1513298559050911758,0.131,0.498,0.37,  I'm so elated you couldn't resist! Thank you!,Mention,Male,True
167,Neutral,0.0,False,0.0,565170984,0.0,16976061,1513282589645320195,0.0,1.0,0.0,  Where can I buy this,Mention,Male,True
168,Neutral,0.0,False,0.0,35353147,0.0,16976061,1513222167458193411,0.0,1.0,0.0,  ❤🙌🏾❤,Mention,Male,True
169,Neutral,0.0,False,0.0,65411826,0.0,16976061,1513212388681531392,0.0,1.0,0.0,   https://t.co/VoxSnnNrZR,Mention,Male,True
170,Neutral,0.0,False,0.0,400140091,0.5951,16976061,1513210653577777152,0.0,0.437,0.563,  yes indeed!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Mention,Male,True
171,Neutral,0.0,False,0.0,1121760984249581570,0.0,16976061,1513208575467864074,0.0,1.0,0.0,  Magnifique 👏👏👏,Mention,Male,True
172,Neutral,0.0,False,0.0,502605104,0.0,16976061,1513204287521931276,0.0,1.0,0.0,  https://t.co/Mijk6uBTBY,Mention,Male,True
173,Neutral,0.0,False,0.0,1509210088438968323,0.0,16976061,1513199316516712448,0.0,1.0,0.0,  spreadthelovenotthehate❤,Mention,Male,True
174,Neutral,0.0,False,0.0,178883183,0.0,16976061,1513199046550167552,0.0,1.0,0.0,  👏🏽👏🏽👏🏽❤️‍🔥,Mention,Male,True
175,Neutral,0.0,False,0.0,2316128815,0.0,16976061,1513171105376313345,0.0,1.0,0.0," 

Saludos https://t.co/QWWu9rb6JR",Mention,Male,True
176,Positive,0.4019791666666667,False,0.6266666666666667,940383423461515267,0.9226,16976061,1513134219991654401,0.107,0.565,0.328,  All Rise????? Are you joking? More like ...all die!!! Thanks Dems for placing another joke into our system of life and thinking. Glad that she will protect the children and glad that she didn't make this about her being BLACK. Way to play the race card. Shameful,Mention,Male,True
177,Negative,-0.0555555555555555,False,0.8111111111111112,1088765119583014912,0.0,16976061,1513126784371470337,0.0,1.0,0.0,  She’s only there because Obama and Biden put her there because she’s black and a woman. Only reason.,Mention,Male,True
178,Neutral,0.0,False,0.0,1353354057331695616,0.0,16976061,1513099257854709765,0.0,1.0,0.0,  Baaaaaaaaaaaaaaawwwwwww,Mention,Male,True
179,Positive,0.9765625,False,0.6,1382194384045813760,0.7249,16976061,1513017059701149699,0.0,0.441,0.559,  Love the painting!!!,Mention,Male,True
180,Positive,0.5,False,0.6,815213509,0.6369,16976061,1512940721464094725,0.0,0.488,0.512,   Love this,Mention,Male,True
181,Neutral,0.0,False,0.0,2402614476,-0.296,16976061,1512891182300364801,0.071,0.929,0.0,    I saw her once.  She needed a ride home and was asking co workers for one.  One offered.  I’d have done it myself if no one had offered.,Mention,Male,True
182,Positive,1.0,False,1.0,717460470542807040,0.6892,16976061,1512885978242846723,0.0,0.176,0.824, Awesome!!,Mention,Male,True
183,Negative,-0.09375,False,0.3,956938646250237952,0.8975,16976061,1512868006371672078,0.0,0.615,0.385,"To all the little girls with BIG dreams - never stop dreaming! ⭐️
AllRise

🎨: Supreme Court Justice Ketanji Brown Jackson by  https://t.co/62KQUBLdDT",Mention,Male,True
184,Positive,0.2208333333333333,False,0.5666666666666667,125319065,0.9325,16976061,1512863436274913280,0.0,0.754,0.246,"Congratulations to Ketanji Brown Jackson for your appointment as the first black woman in 232 years to be selected to serve in the Supreme Court in the United States.

I am happy when I see women climb up the ladder to serve in various capacities in leadership.  https://t.co/CUdJFhWRnD",Mention,Male,True
185,Positive,0.2,False,0.9,2385917060,0.0,16976061,1512844103989477376,0.0,1.0,0.0,  Just absolutely awesomeness…. SCOTUS JusticeKetanjiBrownJackson,Mention,Male,True
186,Neutral,0.0,False,0.0,18034097,-0.4145,16976061,1512808630059421697,0.147,0.853,0.0,  And Amy and Clarence as conservatives are part of those five not white males - Yeah!!!,Mention,Male,True
187,Neutral,0.0,False,0.0,707781288149786624,0.7906,16976061,1512693570762940419,0.0,0.588,0.412,"ananavarro: : Supreme.
Court.
Justice. 
Ketanji. 
Brown. 
Jackson.

AllRise 👩🏾‍⚖️ https://t.co/Yuzs5ShM27",Mention,Male,True
188,Neutral,0.0,False,0.0,4795408345,0.0,16976061,1512674468593688576,0.0,1.0,0.0, Yes❣️❣️❣️,Mention,Male,True
189,Neutral,0.0,False,0.0,1506486858443804678,0.0,16976061,1512655666502160384,0.0,1.0,0.0,  https://t.co/UoBITIQBZd,Mention,Male,True
190,Neutral,0.0,False,0.0,1506486858443804678,0.0,16976061,1512655581642903560,0.0,1.0,0.0,  Trash https://t.co/P0OjPNav1o,Mention,Male,True
191,Positive,0.5,False,0.5,1506486858443804678,0.4404,16976061,1512655517717520384,0.0,0.707,0.293,  Found a better picture of it https://t.co/JSsdw1gFct,Mention,Male,True
192,Negative,-0.625,False,1.0,25408012,-0.0258,16976061,1512646810887614468,0.311,0.388,0.301,   Mad respect 🤛🏻,Mention,Male,True
193,Neutral,0.0,False,0.0,25408012,0.4199,16976061,1512645164300267520,0.0,0.782,0.218,   I didn’t know who the artist was. Thank you!,Mention,Male,True
194,Positive,0.7,False,0.8944444444444444,17183158,0.6808,16976061,1512643530216259584,0.0,0.699,0.301,  Make sure to tag the artist to show your appreciation.  is incredible.,Mention,Male,True
195,Neutral,0.0,False,0.0,1268994484764676096,0.7906,16976061,1512626282751684610,0.0,0.533,0.467,"Supreme.
Court.
Justice.
Ketanji.
Brown.
Jackson.

AllRise 👩🏾‍⚖️
 https://t.co/x223PZVtlD",Mention,Male,True
196,Positive,0.85,False,1.0,1179528759034236929,0.9136,16976061,1512613493555478528,0.0,0.079,0.921, Beautiful Beautiful Beautiful 💕,Mention,Male,True
197,Positive,0.6000000000000001,False,0.9,2905165048,0.5859,16976061,1512603936720621574,0.0,0.441,0.559, Amazing. gloriousKBJ AllRise,Mention,Male,True
198,Neutral,0.0,False,0.0,757704392372092928,0.0,16976061,1512600670964174853,0.0,1.0,0.0,"Ketanji Brown Jackson

Artist:  https://t.co/tHq4qfJwqS",Mention,Male,True
199,Positive,0.625,False,0.6,871939261,0.6696,16976061,1512600547576082432,0.0,0.308,0.692, I love this!,Mention,Male,True
200,Neutral,0.0,False,0.0,1195531280525512705,0.0,16976061,1512594652330872835,0.0,1.0,0.0,  .....any say goodbye to your republic.,Mention,Male,True
201,Neutral,0.0,False,0.0,1317289746570248192,0.0,16976061,1512582721251385344,0.0,1.0,0.0, LFG! https://t.co/qF7qZJp4NQ,Mention,Male,True
202,Neutral,0.0,False,0.0,977954172556361733,0.0,16976061,1512577430602457091,0.0,1.0,0.0, THIS! All of this!!! 👆👆👆👆👆,Mention,Male,True
203,Positive,0.8,False,0.7,1428457083754659843,0.4215,16976061,1512548844168531972,0.0,0.417,0.583,  Lol.,Mention,Male,True
204,Positive,0.5,False,0.6,2772267980,0.6369,16976061,1512542261309022209,0.0,0.323,0.677, Love her,Mention,Male,True
205,Positive,0.2875,False,0.5125,30521935,-0.4404,16976061,1512534287777603587,0.215,0.679,0.106,  I cried when it was announced.  I'm crying over this.  Too much in one week.  Lol. My heart is full,Mention,Male,True
206,Positive,0.7,True,0.6000000000000001,1360919892170579969,0.3818,16976061,1512532625868607490,0.131,0.654,0.216,"  You celebrate pedophilia good to know. And hey clown, his name is Tim scott. Say his name you racist . Get a brain",Mention,Male,True
207,Positive,0.3375,True,0.5625,1500408427188789248,0.6249,16976061,1512528319908040711,0.0,0.773,0.227, Great if he got the job for a reason other than her sex and race,Mention,Male,True
208,Neutral,0.0,False,0.0,1307548939550294017,0.0,16976061,1512525270116290562,0.0,1.0,0.0, https://t.co/CypnCYkwAG,Mention,Male,True
209,Positive,1.0,False,0.9,1129128380266352649,0.8949,16976061,1512523278274936844,0.0,0.455,0.545,  All Rise!!! Justice has shown its face!!! Welcome Your Honor!!!,Mention,Male,True
210,Positive,0.85,False,1.0,1512451794869362693,0.6361,16976061,1512522171209371650,0.0,0.544,0.456,  So beautiful picture ❤️,Mention,Male,True
211,Negative,-0.25,False,0.5,1512478552956059659,-0.296,16976061,1512521517363572746,0.145,0.855,0.0, How to make 80000usdt in 5hours massage me to no more about it,Mention,Male,True
212,Positive,0.6000000000000001,False,0.9,1428650878899302402,0.5859,16976061,1512517431381659655,0.0,0.678,0.322,  That is amazing who is the Artist?,Mention,Male,True
213,Positive,0.75,False,0.675,235476969,0.8622,16976061,1512516728760139776,0.0,0.318,0.682, I love this piece. Great work!,Mention,Male,True
214,Neutral,0.0,False,0.0,1389737603600158722,0.0,16976061,1512512409277243398,0.0,1.0,0.0, Hi!!! Are you selling this as a print?,Mention,Male,True
215,Positive,0.1666666666666666,False,0.1999999999999999,975280028,0.7506,16976061,1512512328171937798,0.0,0.837,0.163,"Thank you  While this illustrates Our pride, let the historical record show that most republicans walked out as her confirmation was being applauded. Others weren't properly dressed for the chamber and had to vote from the cloakroom. shameful KetanjiJacksonBrown https://t.co/KloEFILwB6",Mention,Male,True
216,Neutral,0.0,False,0.0,1402034733270306818,-0.6249,16976061,1512510811268431875,0.672,0.328,0.0, Vile. https://t.co/BUA3mAofBe,Mention,Male,True
217,Positive,0.5,False,0.6,268776948,0.6369,16976061,1512507917626482694,0.0,0.417,0.583, Love this. ❤️❤️❤️,Mention,Male,True
218,Neutral,0.0,False,0.0,1301829486,0.0,16976061,1512503068683747328,0.0,1.0,0.0, 😐🙄😐,Mention,Male,True
219,Positive,0.8,False,1.0,1388313747916300295,0.5719,16976061,1512500839331635205,0.0,0.684,0.316,  Making pedophiles happy one day at a time.,Mention,Male,True
220,Neutral,0.0,False,0.0,1429861780235460611,0.9381,16976061,1512500641800900610,0.0,0.537,0.463,"Historic. Thankful for her bravery, her service, and her integrity. I strive to be like you, Your Honor. 
JusticeKetanjiBrownJackson 

 art is 💯! https://t.co/1aZF6ntMQc",Mention,Male,True
221,Neutral,0.0,False,0.1,1345103057521033217,0.8221,16976061,1512498290402549760,0.0,0.513,0.487,  Congratulations Justice Brown Jackson!  Following from Canada 🇨🇦,Mention,Male,True
222,Positive,0.875,False,0.6000000000000001,1312176158138535937,0.4926,16976061,1512497614746398721,0.0,0.556,0.444, This is a Good One!,Mention,Male,True
223,Positive,0.3,False,0.3166666666666666,1349808832755675137,0.784,16976061,1512497564209328131,0.0,0.712,0.288,  Thank you 4 the great visual on a triumph/victory! From an old fashioned feminist (during the 60's and 70's),Mention,Male,True
224,Negative,-0.375,False,0.5,1401611910580219908,-0.7474,16976061,1512497420936093696,0.232,0.768,0.0,"  Ana Navarro has gone fully dumb and dumber literally.

Ana Navarro do not represents the Latino community for the record. 

https://t.co/Gjv4WjvZig",Mention,Male,True
225,Positive,0.5,False,0.5,249775603,0.9358,16976061,1512497349557379073,0.0,0.718,0.282,"Happy Friday! We are ending the week with one more post in celebration of Justice Katanji Brown Jackson's historic confirmation to the Supreme Court. 

This piece is by artist Nikkolas Smith () &amp; shows the power of representation! It truly matters. 🙌🏿

BlackHistory https://t.co/bdIvD79QiC",Mention,Male,True
226,Negative,-0.5,False,1.0,1104069426415001601,-0.4939,16976061,1512497255206379521,0.615,0.385,0.0,  Scary,Mention,Male,True
227,Positive,1.0,False,1.0,1423509083114639360,0.8126,16976061,1512497040495984640,0.0,0.263,0.737, Thank you for wonderful share,Mention,Male,True
228,Positive,0.4000000000000001,False,0.9,326545657,0.7418,16976061,1512495659236085763,0.0,0.589,0.411,     Huge congrats to ALL of you!!❤️,Mention,Male,True
229,Negative,-0.0416666666666666,False,0.1708333333333333,25379461,0.0,16976061,1512495179537661956,0.0,1.0,0.0," A Black woman will now serve on the same court that once upheld segregation. 

Just decades ago, her parents weren't allowed to attend the same schools as white students.
https://t.co/6t6AKttE7O",Mention,Male,True
230,Neutral,0.0,False,0.0,912836471278702598,0.0,16976061,1512494247538270216,0.0,1.0,0.0,"  Oh, and why not?",Mention,Male,True
231,Neutral,0.0,False,0.0,561182057,0.0,3160201248,1518241952797532160,0.0,1.0,0.0, What do you think about the Republicans’ plan to take over AG’s &amp; SoS’s?  https://t.co/IBls6uvw1Q,Mention,Male,True
232,Neutral,0.0,False,0.0,61206610,0.6597,3160201248,1518224488055427076,0.0,0.838,0.162,"Join us on 5/5 with  of ,  of _gen,  of , &amp;  of  as we discuss approaches for addressing the racial wealth gap: https://t.co/kLy51pRodh ",Mention,Male,True
233,Positive,0.5,False,0.5,1544175998,0.7299,3160201248,1517683933105819648,0.0,0.822,0.178,"Don't miss this must-see 90-min webinar by !

Remaking The Economy: Closing the Racial Wealth Gap on May 5th at 11:00 AM PT/2:00 PM ET.

OBI ProsperityForAll Race TargetedUniversalism 

Join , , and more: 
https://t.co/pYXNN7yDC5 https://t.co/hiNeL2wkFJ",Mention,Male,True
234,Neutral,0.0,False,0.0,1347581187297054722,0.0,3160201248,1517492618439102464,0.0,1.0,0.0,   _2019                                       does steven davidoff solomon have a twitter handle?,Mention,Male,True
235,Neutral,0.0,False,0.0,16151881,0.4939,3160201248,1516945148432711680,0.0,0.904,0.096,It was an honor today to be in conversation with  founder of  about ways to advance equity and belonging through his groundbreaking concept targeteduniversalism. DEI blackTRANSlivesmatter   https://t.co/z0M5W15hAD,Mention,Male,True
236,Neutral,0.0,False,0.4,18928144,-0.4019,3160201248,1516913269490864128,0.252,0.748,0.0,“Individual interventions to correct structural problems won’t work.” ,Mention,Male,True
237,Positive,0.5,False,1.0,18928144,0.7269,3160201248,1516913109230792705,0.0,0.724,0.276," &amp;  lead us in a powerful conversation on belonging, beloved community and the role of government https://t.co/T7A07uTU2o",Mention,Male,True
238,Positive,0.5,False,0.5,1544175998,0.7299,3160201248,1516563047615242242,0.0,0.822,0.178,"Don't miss this must-see 90-min webinar by !

Remaking The Economy: Closing the Racial Wealth Gap on May 5th at 11:00 AM PT/2:00 PM ET.

OBI ProsperityForAll Race TargetedUniversalism 

Join , , and more: 
https://t.co/pYXNN7yDC5 https://t.co/yLRWwjb3jt",Mention,Male,True
239,Positive,0.375,False,0.3791666666666666,1076680811166879746,0.8225,3160201248,1516407443017805824,0.0,0.803,0.197,"Great ⁦⁩ event last night with ⁦⁩ on “targeted universalism” - one goal, many strategies to get there. Thanks to ⁦⁩ for the invite and ⁦_E_Lewis⁩ for kicking off. “Equity is a process and practice - not a box to check.” https://t.co/yw1UV4wAB1",Mention,Male,True
240,Neutral,0.0,False,0.0,15457246,-0.2732,3160201248,1516234494558101505,0.208,0.792,0.0,Listening to  drop some knowledge on targeteduniversalism https://t.co/MDpffHLaV5,Mention,Male,True
241,Neutral,0.0,False,0.0,1258452941780004864,0.6597,3160201248,1516115769280634883,0.0,0.863,0.137," and  are joining forces for a 90-min. webinar on the racial wealth gap that builds on our 2 article series this year. On 5/5 at 2 pm ET join _mjoy, , , ,  &amp; myself: https://t.co/hk0b6b3DwW",Mention,Male,True
242,Positive,0.5,False,0.65,1032393064487108613,0.831,3160201248,1515488419643727878,0.0,0.79,0.21,"Thank you,  for visiting our university and Dr. Hayduk’s class — the politics of inequality. I really enjoyed your lecture, and have a lot to take with me through my work in education. Excited to learn more! https://t.co/CpU6Xba6fz",Mention,Male,True
243,Positive,0.5,False,0.5,1544175998,0.7299,3160201248,1515479658938220546,0.0,0.822,0.178,"Don't miss this must-see 90-min webinar by !

Remaking The Economy: Closing the Racial Wealth Gap on May 5th at 11:00 AM PT/2:00 PM ET.

OBI ProsperityForAll Race TargetedUniversalism 

Join , , and more: 
https://t.co/pYXNN7yDC5 https://t.co/xAUuP2mw4d",Mention,Male,True
244,Neutral,0.0,False,0.0,1544175998,0.68,3160201248,1514987301641850883,0.0,0.556,0.444,    _Lab Thank you for sharing!,Mention,Male,True
245,Positive,0.6,False,0.7,14889353,0.9565,3160201248,1514874265514000389,0.0,0.676,0.324,Loved listening to launch of Cultures of Care event from  .. would love to catch up about this  as I just got funding to set up Care &amp; Climate space. Also cc   _Lab re care network etc. https://t.co/YOvIvx5G6S https://t.co/ZxDgGrU775,Mention,Male,True
246,Neutral,0.0,False,0.0,1238550824931823616,0.4199,3160201248,1514691230818471945,0.0,0.851,0.149,"Thank you, , for speaking with  about “Othering, Belonging, and Targeted Universalism!”    https://t.co/IzOZAQkYwS",Mention,Male,True
247,Neutral,0.0,False,0.0,1238550824931823616,0.0,3160201248,1514630103312977923,0.0,1.0,0.0,"See you at 11!   
  https://t.co/LGjoec79pv",Mention,Male,True
248,Positive,0.5,False,0.5,1544175998,0.7299,3160201248,1514314482620801031,0.0,0.822,0.178,"Don't miss this must-see 90-min webinar by !

Remaking The Economy: Closing the Racial Wealth Gap on May 5th at 11:00 AM PT/2:00 PM ET.

OBI ProsperityForAll Race TargetedUniversalism 

Join , , and more: 
https://t.co/pYXNN7yDC5 https://t.co/zVOxPs4SVg",Mention,Male,True
249,Positive,0.184090909090909,False,0.3636363636363636,61206610,0.3612,3160201248,1514011726366314504,0.0,0.923,0.077,How do millionaire donors of color differ from white millionaire donors? A new report from  based on over 100 interviews with wealthy donors of color offers answers: https://t.co/7Rw6WDmKoT _NPQ  philanthropy,Mention,Male,True
250,Neutral,0.0,False,0.0,15570297,0.0,3160201248,1513914145934094338,0.0,1.0,0.0,_gen     Quite the line-up!,Mention,Male,True
251,Neutral,0.0,False,0.0666666666666666,1238550824931823616,0.0,3160201248,1513914011678490626,0.0,1.0,0.0, community! This is the last day to register for  Prof. 's April 14 guest lecture at ! Sign up here: https://t.co/rOCfiAsi7Y https://t.co/Vx9uutFNa0,Mention,Male,True
252,Neutral,0.0,False,0.0,27512827,0.296,3160201248,1513868074721718282,0.0,0.913,0.087,"""When people are seen, they begin to heal.""
 

Creating the Conditions for Belonging and Breathing in a Toxic Environment | Othering &amp; Belonging Institute 
https://t.co/e3W68087Bt",Mention,Male,True
